gene	symbol	gene.name	phenotype.summary
YBR055C	PRP6	Pre-mRNA Processing	NA
YDR473C	PRP3	Pre-mRNA Processing	NA
YGR091W	PRP31	Pre-mRNA Processing	NA
YGR006W	PRP18	Pre-mRNA Processing	NA
YLL036C	PRP19	Pre-RNA Processing	NA
YNL245C	CWC25	Complexed With Cef1p	Essential gene; reduction of function decreases fitness in a competitive growth study
YGR093W	DRN1	Debranching enzyme-associated RiboNuclease	Non-essential gene; null mutant accumulates lariat introns; in systematic studies mutants exhibit increased biofilm formation
YMR268C	PRP24	Pre-mRNA Processing	NA
YIR021W	MRS1	Mitochondrial RNA Splicing	NA
YPR192W	AQY1	AQuaporin from Yeast	Non-essential gene; null mutant is sensitive to carboplatin and myriocin; null mutation in SK1 strain background confers resistance to freezing and thawing; overexpression causes slow growth

YER096W	SHC1	Sporulation-specific Homolog of CSD4	NA
YDR403W	DIT1	DITyrosine	Non-essential gene; null mutant exhibits numerous spore wall defects: it is highly sensitive to diethyl ether and spore wall-digesting enzyme glusulase, fails to retain spore wall-specific proteins in the spore wall, and has no outermost layer of the spore wall and no dityrosine 
YOR190W	SPR1	SPorulation Regulated	NA
YOR242C	SSP2	Sporulation SPecific	NA
YOR021C	SFM1	Spout Family Methyltransferase 1	NA
YGR063C	SPT4	SuPpressor of Ty's	Non-essential gene; null mutant exhibits three-budded morphology, fails to asymmetrically localize ASH1 mRNA and Ash1p to daughter cells, and is sensitive to heat, oxidative stress, and chemicals that affect nucleic acid metabolism; in large-scale studies, the null mutant has enlarged cells, shows reduced competitive fitness and chromosome instability, has a longer replicative lifespan but a shorter chronological lifespan, and is sensitive to heat, desiccation, acid pH, and anoxia; diploid homozygous null mutant requires myo-inositol and shows increased respiratory growth rate; null mutant displays altered sensitivity to a variety of chemicals

YML010W	SPT5	SuPpressor of Ty's	Essential gene; conditional (ts) mutations cause abnormal accumulation and mislocalization of mRNA reporters, and increased chromosome loss; reduction of function leads to slow growth and reduced competitive fitness

YGR175C	ERG1	ERGosterol biosynthesis	Essential gene; conditional mutant requires ergosterol for growth at elevated temperature; repression causes abnormal lipid particle morphology and accumulation of elevated levels of squalene; mutants are sensitive to terbinafine; in large-scale studies, repression confers increased competitive fitness and abnormal mitochondrial morphology

YMR216C	SKY1	SRPK1-like Kinase in Yeast	Non-essential gene; null mutant has a decreased growth rate, small cell size, displays decreased competitive fitness on various growth media and increased hyperosmotic stress resistance; homozygous diploid null mutant has an increased duration of the G1 phase of the cell cycle, increased toxin resistance, increased oxidative stress resistance, elevated innate thermotolerance and increased resistance to several chemicals including: actinomycin D, benomyl, caffeine, MMS and calcofluor white; heterozygous diploid nulls are haploinsufficient

YCR028C-A	RIM1	Replication In Mitochondria	NA
YER019C-A	SBH2	Sec61 beta homolog 2	NA
YDR119W-A	COX26	NA	NA
YDR326C	YSP2	Yeast Suicide Protein	NA
YKR013W	PRY2	Pathogen Related in Yeast	NA
YHR080C	LAM4	Lipid transfer protein Anchored at Membrane contact sites	NA
YGR263C	SAY1	Steryl Acetyl hYdrolase	NA
YDR213W	UPC2	UPtake Control	NA
YLR228C	ECM22	ExtraCellular Mutant	NA
YLR072W	LAM6	Lipid transfer protein Anchored at Membrane contact site	NA
YDL046W	NPC2	Niemann Pick type C homolog	Non-essential gene; null mutant is sensitive to nystatin, but resistant to acetic acid or hydrogen chloride

YIR007W	EGH1	Cryptococcus neoformans EGCrP2 Homolog	NA
YLR020C	YEH2	Yeast steryl Ester Hydrolase	NA
YKL140W	TGL1	TriGlyceride Lipase	NA
YLL012W	YEH1	Yeast steryl Ester Hydrolase	NA
YKL126W	YPK1	Yeast Protein Kinase	Non-essential gene; null mutant displays slow growth, reduced endocytosis, and sensitivity to caffeine, HU, and myriocin; overexpression confers abnormal budding, abnormal vacuolar morphology, and increased resistance to myriocin; in large-scale studies, the null mutant shows reduced competitive fitness in several different media, sensitivity to heat and ionic stress, increased biofilm formation and K28 killer toxin resistance, and altered resistance to a variety of chemicals

YDR122W	KIN1	KINase	NA
YLR096W	KIN2	KINase	NA
YER095W	RAD51	RADiation sensitive	Non-essential gene; null mutant is sensitive to DNA damaging agents, DNA synthesis and topoisomerase inhibitors; null mutant is sensitive to X-rays, gamma rays and UV radiation; null displays increased chromosome instability, increased loss-of-heterozygosity in diploids, an increased mutation rate and elevated Ty element transposition; null mutant is temperature sensitive, and has both a decreased growth rate and competitive fitness on rich and synthetic media; null has decreased starvation resistance, increased thermotolerance, and decreased replicative lifespan that is increased relative to wt by caloric restriction; null contains large-budded cells with nuclear extensions at the nuclear envelope, adjacent to the nucleolus; homozygous null has a sporulation defect, and the heterozygous null is haploinsufficient

YNL093W	YPT53	Yeast Protein Two	NA
YDR453C	TSA2	Thiol-Specific Antioxidant	NA
YIL113W	SDP1	Stress-inducible Dual specificity Phosphatase	NA
YKL062W	MSN4	Multicopy suppressor of SNF1 mutation	Non-essential gene; null mutants are sensitive to citric acid, oxidative stress, heat, dessication, cannot utilize proline as a nitrogen source; overexpression slows growth, increases sensitivity to TOR inhibitor rapamycin

YMR037C	MSN2	Multicopy suppressor of SNF1 mutation	Non-essential gene; null mutants exhibit slow growth, abnormal vacuolar morphology, decreased dessication and freeze-thaw resistance, decreased lifespan; heterozygous diploid null is haploinsufficient, sensitive to starvation and oxidative stress; overexpression slows growth, increases trehalose accumulation, freeze-thaw resistance, and ethanol tolerance

YNL291C	MID1	Mating pheromone-Induced Death	NA
YLR208W	SEC13	SECretory	Essential gene; conditional mutations cause decreased invertase secretion, abnormal ER and nuclear morphology and increased glycogen accumulation

YLR227C	ADY4	Accumulation of DYads	Non-essential gene; homozygous null mutation in diploid leads to aberrant spores and reduced sporulation efficiency; overexpression causes slow growth, abnormal budding and defects in actin cytoskeleton

YLR194C	NCW2	Novel Cell Wall protein	NA
YBR170C	NPL4	Nuclear Protein Localization	NA
YGR048W	UFD1	Ubiquitin Fusion Degradation protein	Essential gene; ts mutant exhibits G1 cell cycle delay at restrictive temperature; ts and missense mutant show abnormal accumulation and distribution of substrate proteins, and sensitivity to hygromycin B and paromomycin; missense mutant is sensitive to Huntingtin protein while overexpression confers resistance; in large-scale studies, repression causes increased DNA damage and abnormal mitochondrial morphology; ts allele confers sensitivity to benomyl

YNL260C	LTO1	required for biogenesis of the Large ribosomal subunit and initiation of Translation in Oxygen	NA
YJR067C	YAE1	NA	NA
YDR167W	TAF10	TATA binding protein-Associated Factor	NA
YMR236W	TAF9	TATA binding protein-Associated Factor	NA
YPR191W	QCR2	QH2:cytochrome-C oxidoReductase	NA
YDR298C	ATP5	ATP synthase	Non-essential gene; null mutation causes "petite" phenotype - slow growth on glucose and no growth with non-fermentable carbon sources, indicating respiratory deficiency; in systematic studies null mutants are sensitive to osmotic stress, desiccation, and to several chemicals including streptomycin, tunicamycin, MMS, edelfosine

YGL112C	TAF6	TATA binding protein-Associated Factor	NA
YDR145W	TAF12	TATA binding protein-Associated Factor	NA
YFR033C	QCR6	ubiQuinol-cytochrome C oxidoReductase	NA
YDR529C	QCR7	ubiQuinol-cytochrome C oxidoReductase	NA
YJL166W	QCR8	ubiQuinol-cytochrome C oxidoReductase	NA
YBR198C	TAF5	TATA binding protein-Associated Factor	NA
YGR183C	QCR9	ubiQuinol-cytochrome C oxidoReductase	NA
YFR030W	MET10	METhionine requiring	NA
YDL185W	VMA1	Vacuolar Membrane Atpase	Non-essential gene; null mutant displays several ionomic phenotypes, decreased resistance to metals, oxidative and hyperosmotic stress; null mutant also has vacuolar and mitochondrial morphology defects, and reduced numbers of lipid droplets; homozygous diploid null mutant is temperature sensitive, has a respiratory growth defect, reduced utilization of various carbons sources, decreased acid and alkaline pH resistance and auxotrophic for inositol; overexpression increased replicstive lifespan and delays the onset of aging-associated alterations in mitochondrial morphology

YMR054W	STV1	Similar To VPH1	NA
YOR270C	VPH1	Vacuolar pH	Non-essential gene; null mutant displays decreased processing of vacuolar hydrolases, decreased metal resistance, and decreased resistance to acid pH; null mutant also has decreased competitive fitness during growth in various carbons sources; homozygous diploid null mutant has a sporulation defect, is auxotrophic for inositol, thermosensitive, and has decreased starvation resistance; homozygous diploid null mutant accumulates glycogen and displays an increase in chronological lifespan

YPL037C	EGD1	Enhancer of Gal4 DNA binding	NA
YIL142W	CCT2	Chaperonin Containing TCP-1	Essential gene; reduction of function leads to sensitivity to translation-interfering drugs, such as azetidine-2-carboxylic acid, cycloheximide, hygromycin
YPL078C	ATP4	ATP synthase	Non-essential gene; null mutant has "petite" phenotype - slow growth on glucose and no growth with non-fermentable carbon sources, indicating respiratory deficiency; null mutant also shows abnormalities in mitochondrial genome maintenance and sensitivity to oxidative stress

YBR127C	VMA2	Vacuolar Membrane Atpase	Non-essential gene; null mutant is sensitive to metal ions such as Zn2+, Cd2+, and Ni2+, and accumulates reduced levels of inorganic polyphosphates; null mutant exhibits shortened chronological and replicative lifespan, is sensitive to oxidative stress, and shows earlier onset of mitochondrial dysfunction during aging; in large-scale studies, the null mutant shows reduced competitive fitness in several different media; homozygous null mutant diploid is sensitive to desiccation and freeze-thaw stress, requires myo-inositol, and fails to respire; null mutant is sensitive to a variety of chemicals

YKL080W	VMA5	Vacuolar Membrane Atpase	NA
YHR026W	VMA16	Vacuolar Membrane Atpase	NA
YKL016C	ATP7	ATP synthase	Non-essential gene; null mutant has "petite" phenotype - slow growth on glucose and no growth with non-fermentable carbon sources, indicating respiratory deficiency; in systematic studies null mutants become resistant to edelfosine, MMS, idarubicin, benomyl, caffeine, but sensitive to UV, cordycepin

YLR447C	VMA6	Vacuolar Membrane Atpase	NA
YEL051W	VMA8	Vacuolar Membrane Atpase	NA
YDR322C-A	TIM11	Translocase of the Inner Mitochondrial membrane	NA
YOR332W	VMA4	Vacuolar Membrane Atpase	NA
YDR377W	ATP17	ATP synthase	Non-essential gene; null mutation causes "petite" phenotype - slow growth on glucose and no growth with non-fermentable carbon sources, indicating respiratory deficiency; null mutant also shows increased frequency of mitochondrial genome loss (rho- mutations) and increased number of peroxisomes

YGR020C	VMA7	Vacuolar Membrane Atpase	NA
YPR020W	ATP20	ATP synthase	Non-essential gene; null mutation results in reduced respiratory growth on non-fermantable carbon sources and abnormal mitochondrial morphology

YHR039C-A	VMA10	NA	NA
YLR295C	ATP14	ATP synthase	Non-essential gene; null mutant is incapable of respiratory growth on non-fermentable carbon source and shows no sporulation, abnormal mitochondrial morphology and increased frequency of mitochondrial genome loss (rho- mutations); in systematic studies null mutant shows reduced competitive fitness; in Sigma1278b null mutant shows greatly decreased filamentous growth

YPR036W	VMA13	Vacuolar Membrane Atpase	NA
YGL187C	COX4	Cytochrome c OXidase	Non-essential gene; null mutant exhibits petite phenotype (inability to grow on nonfermentable carbon sources and slow growth on fermentable carbon sources) indicating respiratory defficiency
YOL077W-A	ATP19	ATP synthase	Non-essential gene; null mutant shows decreased respiratory growth with non-fermentable carbon sources; overexpression leads to reduced growth under standard conditions with fermentable carbon source (glucose)
